data	fechamento	fechamento.ajustado	volume
11/12/2013	34,70	33,7789	2.313
12/12/2013	34,55	33,6329	4.072
13/12/2013	34,33	33,4187	3.701
16/12/2013	34,39	33,4771	2.566
17/12/2013	34,27	33,3603	3.009
18/12/2013	34,37	33,4577	5.234
19/12/2013	35,11	34,1780	2.736
20/12/2013	34,45	33,5355	4.850
23/12/2013	34,56	33,6426	1.979
26/12/2013	34,71	33,7886	2.185
27/12/2013	35,50	34,5577	4.126
30/12/2013	35,71	34,7621	2.563
02/01/2014	34,81	33,8860	4.390
03/01/2014	33,81	32,9125	9.141
06/01/2014	34,09	33,1851	4.521
07/01/2014	33,25	32,3674	4.319
08/01/2014	33,48	32,5913	2.689
09/01/2014	32,29	31,4329	5.332
10/01/2014	32,25	31,3939	4.196
13/01/2014	32,04	31,1895	4.244
14/01/2014	32,02	31,1701	4.354
15/01/2014	32,45	31,5886	4.741
16/01/2014	32,83	31,9585	4.041
17/01/2014	32,49	31,6276	4.032
20/01/2014	31,79	30,9462	1.653
21/01/2014	31,08	30,2550	5.391
22/01/2014	31,81	30,9656	5.161
23/01/2014	30,93	30,1090	8.140
24/01/2014	31,25	30,4205	8.291
27/01/2014	31,12	30,2939	4.239
28/01/2014	31,75	30,9072	4.773
29/01/2014	33,10	32,2214	8.923
30/01/2014	32,50	31,6373	5.605
31/01/2014	33,05	32,1727	4.559
03/02/2014	32,13	31,2771	4.110
04/02/2014	32,67	31,8028	3.533
05/02/2014	33,50	32,6108	7.054
06/02/2014	34,26	33,3506	6.213
07/02/2014	34,05	33,1462	3.896
10/02/2014	33,64	32,7470	3.849
11/02/2014	34,49	33,5745	5.513
12/02/2014	34,46	33,5453	5.854
13/02/2014	34,32	33,4090	6.414
14/02/2014	34,84	33,9152	4.724
17/02/2014	34,49	33,5745	1.370
18/02/2014	34,57	33,6524	7.515
19/02/2014	34,92	33,9931	5.316
20/02/2014	34,52	33,6037	5.843
21/02/2014	34,61	33,6913	3.881
24/02/2014	33,67	32,7763	3.898
25/02/2014	32,51	31,6470	3.715
26/02/2014	32,52	31,6568	4.834
27/02/2014	33,01	32,1338	3.877
28/02/2014	33,00	32,1240	7.171
05/03/2014	31,85	31,0046	3.196
06/03/2014	31,75	30,9072	5.463
07/03/2014	30,55	29,7391	5.467
10/03/2014	30,04	29,2426	7.961
11/03/2014	29,55	28,7656	5.625
12/03/2014	30,11	29,3108	5.236
13/03/2014	29,30	28,5223	4.896
14/03/2014	29,26	28,4833	4.917
17/03/2014	29,31	28,5320	3.555
18/03/2014	29,81	29,0187	4.692
19/03/2014	29,61	28,8240	6.316
20/03/2014	29,88	29,0869	6.237
21/03/2014	30,43	29,6223	6.244
24/03/2014	30,58	29,7683	4.438
25/03/2014	30,82	30,0019	5.789
26/03/2014	30,47	29,6612	5.282
27/03/2014	31,11	30,2842	6.925
28/03/2014	31,01	30,1869	5.313
31/03/2014	31,42	30,5860	5.955
01/04/2014	31,36	30,5276	5.558
02/04/2014	32,53	31,6665	11.280
03/04/2014	32,91	32,0364	6.135
04/04/2014	32,48	31,6178	6.170
07/04/2014	33,34	32,4550	3.764
08/04/2014	33,26	32,3771	5.926
09/04/2014	32,98	32,1046	4.044
10/04/2014	32,80	31,9293	2.960
11/04/2014	32,97	32,0948	4.173
14/04/2014	32,89	32,0170	4.118
15/04/2014	30,94	30,9400	7.169
16/04/2014	31,08	31,0800	3.224
17/04/2014	31,65	31,6500	2.736
22/04/2014	30,71	30,7100	5.726
23/04/2014	30,29	30,2900	3.525
24/04/2014	30,79	30,7900	3.242
25/04/2014	30,32	30,3200	4.635
28/04/2014	29,59	29,5900	3.554
29/04/2014	29,78	29,7800	3.840
30/04/2014	29,40	29,4000	8.177
02/05/2014	30,20	30,2000	6.526
05/05/2014	30,11	30,1100	2.407
06/05/2014	29,82	29,8200	3.216
07/05/2014	29,97	29,9700	3.228
08/05/2014	29,47	29,4700	3.723
09/05/2014	29,22	29,2200	3.246
12/05/2014	30,60	30,6000	3.127
13/05/2014	30,65	30,6500	3.065
14/05/2014	31,39	31,3900	3.719
15/05/2014	31,10	31,1000	2.679
16/05/2014	30,40	30,4000	3.635
19/05/2014	29,47	29,4700	3.852
20/05/2014	28,86	28,8600	3.978
21/05/2014	28,89	28,8900	2.897
22/05/2014	29,34	29,3400	2.575
23/05/2014	29,26	29,2600	2.503
26/05/2014	29,60	29,6000	927
27/05/2014	29,09	29,0900	3.133
28/05/2014	29,09	29,0900	3.760
29/05/2014	29,34	29,3400	1.818
30/05/2014	28,40	28,4000	6.069
02/06/2014	29,14	29,1400	3.090
03/06/2014	28,85	28,8500	1.993
04/06/2014	28,92	28,9200	2.945
05/06/2014	28,78	28,7800	2.883
06/06/2014	29,37	29,3700	6.893
09/06/2014	29,63	29,6300	5.506
10/06/2014	29,44	29,4400	5.002
11/06/2014	29,64	29,6400	3.671
13/06/2014	28,60	28,6000	4.585
16/06/2014	28,42	28,4200	3.254
17/06/2014	28,45	28,4500	2.550
18/06/2014	28,85	28,8500	5.682
20/06/2014	28,77	28,7700	2.127
24/06/2014	28,71	28,7100	3.575
25/06/2014	28,66	28,6600	1.971
26/06/2014	29,34	29,3400	3.147
27/06/2014	29,06	29,0600	1.857
30/06/2014	29,24	29,2400	2.898
01/07/2014	29,65	29,6500	2.842
02/07/2014	30,44	30,4400	6.069
03/07/2014	31,04	31,0400	5.200
04/07/2014	31,22	31,2200	708
07/07/2014	30,80	30,8000	2.540
08/07/2014	30,81	30,8100	1.739
10/07/2014	30,80	30,8000	4.148
11/07/2014	30,70	30,7000	2.503
14/07/2014	30,86	30,8600	4.633
15/07/2014	31,06	31,0600	3.295
16/07/2014	31,92	31,9200	5.259
17/07/2014	31,48	31,4800	3.712
18/07/2014	31,45	31,4500	4.787
21/07/2014	31,56	31,5600	3.176
22/07/2014	31,87	31,8700	3.811
23/07/2014	31,73	31,7300	2.656
24/07/2014	32,34	32,3400	3.285
25/07/2014	32,38	32,3800	1.925
28/07/2014	32,82	32,8200	5.104
29/07/2014	32,92	32,9200	3.001
30/07/2014	32,22	32,2200	4.955
31/07/2014	32,55	32,5500	4.675
01/08/2014	31,77	31,7700	3.871
04/08/2014	32,14	32,1400	3.203
05/08/2014	31,62	31,6200	3.022
06/08/2014	31,80	31,8000	2.634
07/08/2014	31,60	31,6000	2.363
08/08/2014	31,61	31,6100	3.062
11/08/2014	31,84	31,8400	3.911
12/08/2014	32,01	32,0100	3.625
13/08/2014	31,34	31,3400	5.449
14/08/2014	30,59	30,5900	5.994
15/08/2014	31,00	31,0000	2.940
18/08/2014	31,24	31,2400	2.469
19/08/2014	31,25	31,2500	2.893
20/08/2014	31,77	31,7700	3.120
21/08/2014	31,56	31,5600	3.587
22/08/2014	31,37	31,3700	1.941
25/08/2014	31,17	31,1700	3.180
26/08/2014	31,02	31,0200	3.859
27/08/2014	30,68	30,6800	4.380
28/08/2014	29,33	29,3300	8.362
29/08/2014	29,12	29,1200	8.292
01/09/2014	28,95	28,9500	1.646
02/09/2014	28,75	28,7500	3.346
03/09/2014	29,00	29,0000	5.549
04/09/2014	28,68	28,6800	4.098
05/09/2014	28,25	28,2500	9.987
08/09/2014	28,10	28,1000	9.018
09/09/2014	28,61	28,6100	6.913
10/09/2014	28,40	28,4000	6.092
11/09/2014	28,36	28,3600	3.394
12/09/2014	28,62	28,6200	8.296
15/09/2014	29,11	29,1100	3.319
16/09/2014	29,15	29,1500	4.510
17/09/2014	29,06	29,0600	3.672
18/09/2014	29,09	29,0900	4.924
19/09/2014	28,32	28,3200	6.871
22/09/2014	27,28	27,2800	8.638
23/09/2014	27,55	27,5500	4.588
24/09/2014	27,64	27,6400	6.304
25/09/2014	27,35	27,3500	4.236
26/09/2014	26,97	26,9700	6.910
29/09/2014	26,54	26,5400	6.025
30/09/2014	26,85	26,8500	6.596
01/10/2014	26,83	26,8300	5.330
02/10/2014	27,61	27,6100	5.268
03/10/2014	27,20	27,2000	4.398
06/10/2014	27,34	27,3400	8.358
07/10/2014	27,40	27,4000	6.607
08/10/2014	27,37	27,3700	5.309
09/10/2014	26,90	26,9000	6.316
10/10/2014	26,25	26,2500	3.760
13/10/2014	27,49	27,4900	6.318
14/10/2014	28,31	28,3100	4.729
15/10/2014	28,30	28,3000	6.207
16/10/2014	27,38	27,3800	8.161
17/10/2014	26,62	26,6200	6.817
20/10/2014	26,35	26,3500	3.526
21/10/2014	26,76	26,7600	7.347
22/10/2014	26,76	26,7600	4.047
23/10/2014	27,25	27,2500	6.846
24/10/2014	27,45	27,4500	7.047
27/10/2014	26,35	26,3500	13.293
28/10/2014	26,14	26,1400	7.251
29/10/2014	24,76	24,7600	10.758
30/10/2014	23,70	23,7000	5.588
